CustomerID,Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1352,Male,0,1,1,5,1,Yes,Fiber optic,No internet service,No,No,No,No internet service,No internet service,Month-to-month,1,Credit card,59.91,304.22,0
1353,Male,0,0,1,56,1,Yes,Fiber optic,No,Yes,No internet service,No,No,Yes,Two year,1,Bank transfer,111.55,6256.22,0
1354,Female,0,1,0,0,1,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,43.09,3.81,1
1355,Female,0,0,0,70,0,No phone service,Fiber optic,No internet service,Yes,No internet service,No,No internet service,No internet service,Two year,0,Mailed check,45.7,3191.05,0
1356,Male,1,0,0,57,1,Yes,DSL,Yes,No internet service,Yes,No internet service,Yes,Yes,Month-to-month,0,Mailed check,56.16,3196.01,0
1357,Female,1,0,1,20,1,No phone service,Fiber optic,Yes,No,No internet service,Yes,Yes,No,Two year,0,Bank transfer,105.95,2120.9,0
1358,Female,0,0,0,55,1,Yes,Fiber optic,Yes,No,Yes,No internet service,No,No,Month-to-month,0,Credit card,113.88,6258.91,0
1359,Male,0,1,0,19,1,No,DSL,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,42.01,807.34,0
1360,Male,0,0,0,53,1,No,DSL,No internet service,Yes,Yes,No,No,No internet service,One year,0,Credit card,106.39,5636.78,0
1361,Female,1,0,0,24,1,Yes,Fiber optic,No internet service,No,Yes,No,No internet service,No internet service,One year,1,Mailed check,45.82,1098.82,0
1362,Male,0,1,1,27,0,Yes,Fiber optic,Yes,No internet service,No,Yes,No internet service,No,Month-to-month,1,Bank transfer,117.06,3164.65,0
1363,Male,0,0,0,4,1,No phone service,DSL,No internet service,No internet service,No internet service,No internet service,Yes,No internet service,Two year,0,Electronic check,79.74,319.44,1
1364,Female,0,0,1,20,0,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,0,Bank transfer,20.71,411.84,0
1365,Male,0,1,1,17,1,Yes,Fiber optic,Yes,Yes,No internet service,Yes,Yes,No internet service,Month-to-month,0,Electronic check,23.41,389.5,0
1366,Male,0,1,1,46,1,Yes,DSL,No,Yes,Yes,Yes,No,Yes,One year,0,Bank transfer,34.75,1600.43,0
1367,Female,0,1,0,69,1,No,DSL,No,No,No,No,Yes,No,One year,0,Credit card,38.76,2681.79,0
1368,Female,1,0,1,56,1,No phone service,Fiber optic,No internet service,No internet service,No,No internet service,No,Yes,Two year,1,Mailed check,96.76,5422.28,0
1369,Male,0,1,0,18,1,No,DSL,No internet service,No,No,Yes,Yes,Yes,Month-to-month,1,Bank transfer,42.28,758.67,0
1370,Male,0,1,0,64,1,No phone service,No,No,Yes,No,No,No,Yes,Month-to-month,0,Bank transfer,116.91,7474.79,0
1371,Female,1,0,0,2,1,No,Fiber optic,No internet service,No internet service,Yes,Yes,No internet service,No,One year,0,Electronic check,83.61,173.55,0
1372,Female,0,0,1,41,0,Yes,DSL,No,No,No internet service,No,No,Yes,Month-to-month,0,Credit card,89.25,3668.08,0
1373,Female,1,0,0,20,1,No,DSL,No,No internet service,No,Yes,No,Yes,Month-to-month,0,Credit card,41.78,833.37,0
1374,Female,0,0,0,39,1,No,DSL,Yes,Yes,No,No internet service,No,No internet service,Month-to-month,0,Electronic check,109.27,4266.1,0
1375,Male,0,0,0,66,1,No phone service,DSL,No,Yes,No,Yes,No internet service,No internet service,Month-to-month,0,Credit card,86.78,5725.7,0
1376,Female,1,1,1,24,1,No phone service,DSL,No,Yes,No internet service,No,No,No internet service,Month-to-month,1,Mailed check,106.44,2554.61,1
1377,Female,0,1,1,54,1,No,Fiber optic,No internet service,No,Yes,No,No internet service,Yes,Month-to-month,1,Bank transfer,115.65,6251.83,0
1378,Male,0,1,1,51,1,No phone service,DSL,Yes,No internet service,Yes,No,Yes,Yes,One year,0,Electronic check,32.56,1652.23,0
1379,Female,0,0,0,43,1,No phone service,Fiber optic,No internet service,No,Yes,No internet service,Yes,No,One year,0,Credit card,29.66,1275.99,0
1380,Male,0,0,1,55,1,No phone service,Fiber optic,Yes,No,Yes,No,No internet service,Yes,Month-to-month,1,Mailed check,100.34,5512.99,0
1381,Female,0,0,0,54,0,No phone service,DSL,No internet service,No,No internet service,No,No,Yes,Month-to-month,0,Mailed check,106.61,5753.74,0
1382,Female,0,1,0,69,1,No phone service,DSL,No,No,No internet service,No internet service,Yes,No,Month-to-month,0,Credit card,78.38,5411.11,0
1383,Female,1,1,1,72,1,No,DSL,Yes,No internet service,No internet service,No,No,Yes,Month-to-month,0,Credit card,56.6,4065.74,0
1384,Male,0,0,0,65,1,No phone service,DSL,Yes,No internet service,No,No,No,No,One year,1,Electronic check,85.26,5543.78,0
1385,Male,0,1,1,18,1,Yes,Fiber optic,Yes,No,No internet service,No internet service,No internet service,No,Two year,0,Credit card,50.57,905.93,1
1386,Female,0,0,0,6,0,No,DSL,Yes,No,Yes,Yes,Yes,No internet service,One year,1,Electronic check,43.84,266.43,0
1387,Male,0,1,1,62,1,No,Fiber optic,No internet service,Yes,No internet service,No,No internet service,Yes,One year,0,Bank transfer,68.81,4259.05,0
1388,Male,0,1,0,41,1,No,Fiber optic,No internet service,Yes,No,Yes,No internet service,No internet service,Month-to-month,0,Mailed check,41.62,1711.14,0
1389,Male,1,1,0,41,1,No phone service,Fiber optic,Yes,No internet service,Yes,No internet service,No internet service,Yes,Month-to-month,1,Electronic check,68.37,2806.08,0
1390,Male,0,0,0,58,1,Yes,Fiber optic,Yes,Yes,No internet service,No,No internet service,No internet service,Two year,0,Mailed check,115.66,6717.7,0
1391,Male,0,1,0,19,1,No phone service,Fiber optic,Yes,No internet service,Yes,No,No,No,Two year,1,Bank transfer,103.98,1983.84,0
1392,Male,0,1,0,72,1,No,DSL,No internet service,No internet service,Yes,No internet service,Yes,No,Month-to-month,1,Credit card,114.16,8215.19,0
1393,Female,0,0,1,16,1,No,DSL,Yes,No internet service,No internet service,No,Yes,No,Month-to-month,0,Electronic check,100.63,1600.63,0
1394,Female,0,1,0,26,1,No,Fiber optic,Yes,Yes,No internet service,Yes,Yes,No,One year,1,Credit card,55.48,1445.59,0
1395,Male,0,0,1,46,1,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,1,Mailed check,101.2,4657.26,0
1396,Female,0,0,1,1,1,No phone service,Fiber optic,No internet service,No internet service,No internet service,No internet service,No,Yes,One year,0,Electronic check,112.29,102.84,0
1397,Female,0,0,1,62,1,Yes,Fiber optic,No,No internet service,No internet service,No,No internet service,No internet service,Two year,0,Bank transfer,114.7,7103.85,0
1398,Female,0,0,0,61,0,Yes,Fiber optic,No,No,No internet service,No,No internet service,Yes,Month-to-month,0,Bank transfer,88.32,5389.21,0
1399,Female,0,0,0,18,1,No,Fiber optic,No internet service,No internet service,Yes,No internet service,No internet service,Yes,Two year,1,Credit card,41.14,748.76,0
1400,Male,0,1,0,16,1,Yes,Fiber optic,No,No internet service,No,Yes,No internet service,No internet service,Two year,0,Bank transfer,23.97,391.65,0
1401,Female,0,0,1,68,1,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,0,Bank transfer,34.72,2353.99,0
1402,Female,0,0,0,38,1,No,Fiber optic,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card,116.55,4426.59,0
1403,Male,0,0,0,70,1,Yes,Fiber optic,No internet service,No internet service,No,No,No,No internet service,Month-to-month,0,Credit card,66.21,4625.56,0
1404,Male,0,0,1,38,1,No,Fiber optic,No internet service,No internet service,No internet service,Yes,No,No,One year,1,Electronic check,105.5,4008.39,0
1405,Female,0,1,1,35,1,Yes,No,No,No,Yes,No,No,No internet service,Month-to-month,0,Electronic check,66.5,2332.56,1
1406,Female,0,0,1,39,1,No,Fiber optic,No,Yes,Yes,Yes,No internet service,No internet service,Month-to-month,0,Credit card,86.08,3362.92,0
1407,Female,0,1,1,44,1,Yes,Fiber optic,Yes,No internet service,No internet service,No,Yes,No internet service,Month-to-month,0,Mailed check,22.41,986.02,0
1408,Female,0,0,1,3,1,No,Fiber optic,No internet service,No,No,Yes,Yes,Yes,One year,0,Mailed check,44.99,126.89,0
1409,Female,0,1,1,24,1,Yes,Fiber optic,No,No internet service,Yes,No,No internet service,No,Month-to-month,0,Electronic check,63.63,1524.75,0
1410,Female,1,0,0,68,1,No,DSL,No,No,No internet service,No internet service,No internet service,No,Month-to-month,1,Electronic check,83.06,5656.72,0
1411,Male,0,0,1,29,1,No,No,Yes,No internet service,No internet service,Yes,No,No internet service,Month-to-month,0,Credit card,37.15,1071.94,0
1412,Female,0,1,0,67,1,No,DSL,Yes,No,No internet service,No internet service,No,Yes,One year,0,Mailed check,96.46,6459.22,0
1413,Female,0,0,0,28,1,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,1,Credit card,56.44,1585.26,0
1414,Male,0,1,0,72,1,No phone service,Fiber optic,Yes,Yes,No internet service,Yes,No,No,Month-to-month,0,Electronic check,101.74,7329.95,0
1415,Male,0,0,1,67,1,No,No,No,Yes,No internet service,Yes,No,No internet service,Two year,1,Bank transfer,29.8,2004.84,1
1416,Male,1,1,0,50,1,No,DSL,No internet service,No internet service,Yes,No,No internet service,No internet service,Month-to-month,1,Bank transfer,87.98,4396.76,0
1417,Male,0,0,1,23,1,Yes,Fiber optic,No internet service,No,No internet service,Yes,Yes,No internet service,One year,1,Bank transfer,49.33,1134.88,0
1418,Female,0,0,1,13,1,No,Fiber optic,Yes,No internet service,No,No internet service,No internet service,No,One year,1,Credit card,99.54,1293.37,0
1419,Female,0,1,0,68,1,No,DSL,Yes,No internet service,No internet service,No,Yes,No internet service,One year,0,Mailed check,60.22,4103.52,1
1420,Female,1,0,1,17,1,No,DSL,No,No,No,No,No internet service,No internet service,Month-to-month,0,Electronic check,86.53,1476.4,0
1421,Female,0,0,0,41,1,No,Fiber optic,Yes,No internet service,No internet service,Yes,Yes,No internet service,Two year,1,Mailed check,113.43,4657.26,0
1422,Female,0,0,0,56,1,No phone service,Fiber optic,No internet service,No,No internet service,No,No,Yes,Two year,1,Mailed check,22.06,1228.02,1
1423,Female,0,0,1,11,1,No phone service,DSL,Yes,No,No internet service,Yes,Yes,No internet service,One year,1,Electronic check,21.11,238.05,1
1424,Male,0,0,0,16,1,No,Fiber optic,No internet service,Yes,No,No internet service,Yes,No,Month-to-month,1,Mailed check,97.03,1551.14,0
1425,Female,1,0,0,29,1,No,Fiber optic,Yes,Yes,Yes,No,No internet service,No internet service,Month-to-month,1,Bank transfer,84.64,2445.03,0
1426,Male,1,1,0,22,1,No,Fiber optic,Yes,Yes,No,No,Yes,No,One year,0,Electronic check,49.3,1075.8,0
1427,Male,0,1,1,0,1,No phone service,No,No internet service,No,Yes,No internet service,Yes,Yes,Month-to-month,1,Bank transfer,69.44,3.56,0
1428,Female,1,1,0,31,1,No phone service,Fiber optic,No,Yes,No,No internet service,Yes,Yes,One year,0,Credit card,24.19,747.33,0
1429,Male,0,0,1,8,1,Yes,No,No,No,No internet service,Yes,No internet service,No internet service,Month-to-month,1,Bank transfer,39.24,321.28,0
1430,Female,1,1,1,14,1,Yes,No,Yes,No internet service,No internet service,No,Yes,No,One year,1,Credit card,62.45,878.99,0
1431,Male,0,0,0,27,1,No,DSL,Yes,Yes,Yes,No internet service,No internet service,No internet service,Month-to-month,0,Credit card,103.4,2782.23,0
1432,Female,0,0,0,23,1,No,DSL,No internet service,No,Yes,No,No,No internet service,Month-to-month,1,Electronic check,67.97,1567.05,0
1433,Male,0,0,1,59,1,No phone service,Fiber optic,No internet service,No,No,No internet service,No internet service,No,Month-to-month,0,Bank transfer,78.64,4633.61,0
1434,Female,0,0,1,34,1,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,0,Bank transfer,107.38,3649.37,0
1435,Female,0,1,0,26,1,No,Fiber optic,No internet service,No,Yes,No internet service,No,No,Month-to-month,1,Bank transfer,50.88,1325.37,0
1436,Female,0,0,0,19,1,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,One year,1,Electronic check,90.07,1718.78,0
1437,Female,0,1,1,64,1,No phone service,Fiber optic,No,Yes,No,Yes,No internet service,No,One year,0,Credit card,106.17,6794.0,0
1438,Female,0,0,1,48,1,No phone service,Fiber optic,No internet service,Yes,Yes,No,No,Yes,One year,0,Credit card,40.26,1938.65,1
1439,Male,0,1,1,0,1,No phone service,DSL,No internet service,No,Yes,Yes,No,Yes,One year,1,Credit card,55.65,5.66,1
1440,Male,0,1,1,9,0,Yes,No,No internet service,No internet service,Yes,Yes,No,Yes,Month-to-month,0,Electronic check,117.98,1060.11,1
1441,Male,1,1,1,46,1,No phone service,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,1,Electronic check,118.32,5442.74,0
1442,Female,0,1,0,58,1,No phone service,No,Yes,No internet service,No internet service,No,No,No,Month-to-month,1,Mailed check,42.32,2458.57,0
1443,Male,0,1,1,61,1,No,DSL,No internet service,Yes,No internet service,No,No,No,One year,1,Bank transfer,26.64,1615.66,0
1444,Female,0,1,1,17,1,No,No,No internet service,No,Yes,Yes,No,No internet service,Month-to-month,0,Credit card,47.09,808.35,0
1445,Female,1,0,0,45,1,No,DSL,No internet service,No,No,No internet service,No,Yes,Month-to-month,1,Mailed check,59.77,2695.05,0
1446,Male,0,1,0,31,1,Yes,DSL,Yes,Yes,No internet service,No,No internet service,Yes,One year,0,Mailed check,64.1,1982.09,0
1447,Male,0,0,1,26,1,No phone service,DSL,No internet service,No,No,No,Yes,No internet service,Two year,0,Bank transfer,81.88,2138.5,0
1448,Female,0,1,1,17,1,No phone service,Fiber optic,No internet service,No internet service,No,No,Yes,No internet service,One year,1,Electronic check,109.95,1862.74,1
1449,Male,1,0,0,38,1,Yes,No,No,No internet service,No internet service,No,No,Yes,One year,0,Mailed check,53.03,2023.42,0
1450,Female,0,1,1,48,0,No phone service,Fiber optic,No internet service,No internet service,No,Yes,No internet service,No,One year,0,Electronic check,105.0,5036.49,1
1451,Female,0,1,1,43,1,No,No,No,No,No,No internet service,No,Yes,Month-to-month,0,Electronic check,29.35,1267.31,0
1452,Female,0,0,0,71,1,Yes,Fiber optic,Yes,No,Yes,No internet service,Yes,No,One year,0,Bank transfer,24.19,1716.62,0
1453,Female,1,1,1,53,1,No phone service,Fiber optic,No internet service,No internet service,Yes,No internet service,Yes,Yes,Two year,0,Mailed check,70.4,3735.93,0
1454,Female,0,1,0,33,1,Yes,Fiber optic,No internet service,No,Yes,No internet service,Yes,Yes,Month-to-month,1,Credit card,25.97,850.13,0
1455,Male,0,1,0,70,1,Yes,DSL,No,No internet service,No internet service,Yes,No,No internet service,Month-to-month,1,Mailed check,59.25,4142.89,1
1456,Male,1,0,0,35,0,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No internet service,Month-to-month,0,Credit card,109.68,3830.8,1
1457,Female,0,1,0,17,1,No,No,Yes,No internet service,No,No,No internet service,No,Month-to-month,1,Credit card,44.15,757.85,0
1458,Female,0,0,1,37,1,No phone service,No,No,Yes,No,Yes,No internet service,No,Two year,1,Electronic check,90.6,3348.13,0
1459,Male,0,1,0,58,1,No phone service,No,Yes,Yes,No,No,Yes,Yes,Month-to-month,1,Credit card,50.24,2917.81,0
1460,Male,0,1,1,8,1,No,No,Yes,Yes,No,Yes,Yes,No internet service,Month-to-month,0,Bank transfer,24.49,202.32,0
1461,Female,0,0,1,72,1,No phone service,DSL,Yes,No internet service,No,No internet service,No internet service,No,Two year,0,Mailed check,75.67,5456.27,0
1462,Male,0,1,1,71,1,No phone service,Fiber optic,Yes,No internet service,No internet service,Yes,Yes,No,Month-to-month,1,Electronic check,103.49,7339.92,0
1463,Female,0,1,1,50,1,No phone service,Fiber optic,Yes,No,No,No,No internet service,No,Month-to-month,1,Electronic check,60.95,3055.36,1
1464,Male,0,0,1,34,1,Yes,No,Yes,No,No internet service,No,No,Yes,Two year,1,Credit card,81.73,2772.77,0
1465,Female,1,1,0,4,1,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,0,Electronic check,110.0,444.74,1
1466,Male,0,0,0,13,1,Yes,Fiber optic,Yes,No internet service,No internet service,No internet service,Yes,No,One year,0,Bank transfer,98.97,1291.19,1
1467,Female,1,0,0,29,1,No phone service,Fiber optic,No internet service,No,No internet service,Yes,No internet service,No internet service,Month-to-month,1,Bank transfer,39.39,1132.48,0
1468,Male,0,0,0,3,0,No,DSL,No,No,No,Yes,No,No internet service,Month-to-month,0,Electronic check,93.34,274.43,1
1469,Male,1,1,1,38,1,Yes,DSL,Yes,No,No,No,Yes,No internet service,Month-to-month,0,Electronic check,70.19,2667.06,0
1470,Female,0,0,0,63,1,No,No,No,No internet service,No,Yes,Yes,Yes,Month-to-month,0,Bank transfer,94.6,5958.2,0
1471,Male,0,0,1,24,1,No phone service,Fiber optic,Yes,No,No,No,No internet service,No internet service,Two year,1,Credit card,69.45,1675.17,1
1472,Female,0,1,1,27,1,Yes,DSL,Yes,Yes,Yes,Yes,No,No internet service,Two year,0,Electronic check,32.8,882.79,1
1473,Male,1,0,0,65,1,No phone service,Fiber optic,No internet service,No internet service,Yes,No internet service,No internet service,No internet service,Two year,0,Credit card,76.99,5013.09,0
1474,Female,0,1,0,21,1,No,Fiber optic,No,No,No internet service,No internet service,No,No internet service,Month-to-month,1,Electronic check,69.21,1452.6,0
1475,Male,0,1,0,30,1,Yes,Fiber optic,No,No,No internet service,Yes,No,No,Two year,1,Bank transfer,71.79,2162.99,0
1476,Female,0,1,0,22,1,Yes,DSL,No internet service,No internet service,Yes,No internet service,No internet service,Yes,One year,1,Electronic check,107.89,2378.33,0
1477,Male,0,1,1,47,1,Yes,No,No internet service,No,No internet service,No internet service,No internet service,No,Month-to-month,0,Electronic check,109.48,5152.15,1
1478,Female,0,0,1,19,1,Yes,Fiber optic,No,No,No,No internet service,No,No,One year,0,Electronic check,65.35,1233.75,1
1479,Male,0,0,0,37,0,No,Fiber optic,Yes,Yes,No internet service,No,No internet service,Yes,Month-to-month,0,Bank transfer,65.57,2427.81,0
1480,Female,0,0,1,54,1,Yes,Fiber optic,Yes,No internet service,No internet service,Yes,Yes,No,Month-to-month,0,Bank transfer,71.52,3854.93,0
1481,Female,0,0,1,67,1,No phone service,DSL,No,No,No internet service,Yes,Yes,No internet service,Two year,0,Bank transfer,71.96,4817.27,0
1482,Female,0,0,1,0,1,Yes,Fiber optic,Yes,No internet service,Yes,No,Yes,Yes,One year,0,Mailed check,115.04,2.47,0
1483,Male,0,1,0,6,0,No,DSL,No internet service,No internet service,Yes,No,Yes,No,Month-to-month,1,Mailed check,84.94,514.16,0
1484,Female,0,0,1,56,1,Yes,DSL,No internet service,Yes,No internet service,No internet service,Yes,No,Month-to-month,0,Mailed check,47.75,2664.78,1
1485,Male,0,0,0,11,1,No,Fiber optic,No internet service,Yes,No,Yes,No internet service,No internet service,Two year,0,Mailed check,73.15,805.27,0
1486,Female,0,0,0,4,1,No,No,No,No internet service,No internet service,No,No,No,One year,1,Bank transfer,82.72,332.19,1
1487,Male,0,1,1,49,1,No phone service,Fiber optic,No,Yes,Yes,No internet service,No internet service,No,Month-to-month,1,Electronic check,83.98,4106.6,0
1488,Female,0,1,1,41,1,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,0,Bank transfer,78.53,3219.74,0
1489,Male,0,0,0,11,1,Yes,Fiber optic,Yes,No,No internet service,No internet service,Yes,Yes,Month-to-month,0,Mailed check,37.77,419.75,0
1490,Male,0,1,1,17,1,Yes,No,No,Yes,Yes,Yes,No internet service,Yes,Two year,1,Credit card,23.36,388.18,1
1491,Female,0,0,1,65,1,No phone service,Fiber optic,No,Yes,No,No internet service,No internet service,No,Month-to-month,0,Credit card,53.78,3500.91,0
1492,Male,0,0,0,16,1,No phone service,No,No internet service,No,No internet service,Yes,No,No,Month-to-month,1,Bank transfer,62.75,1005.53,0
1493,Male,0,1,0,67,1,No,Fiber optic,Yes,No,Yes,Yes,Yes,No internet service,Month-to-month,1,Electronic check,26.18,1760.72,0
1494,Female,0,1,0,70,1,No,Fiber optic,Yes,No internet service,No,Yes,No internet service,Yes,Two year,0,Mailed check,101.5,7099.36,0
1495,Male,0,0,0,61,1,No,DSL,No internet service,Yes,No internet service,Yes,No,Yes,One year,1,Electronic check,54.41,3325.68,1
1496,Male,0,0,1,40,1,No phone service,DSL,Yes,No,No,No internet service,Yes,Yes,One year,0,Electronic check,111.36,4446.29,0
1497,Male,0,1,1,33,1,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,1,Electronic check,35.44,1167.6,1
1498,Female,0,0,0,69,1,No phone service,Fiber optic,Yes,No internet service,No,Yes,Yes,No internet service,Month-to-month,1,Mailed check,25.69,1766.6,0
1499,Male,0,1,0,44,1,No,No,No internet service,Yes,Yes,Yes,No internet service,No internet service,Two year,1,Bank transfer,68.23,3009.64,0
1500,Female,1,0,0,57,1,No phone service,No,Yes,Yes,No internet service,Yes,Yes,No,Two year,0,Mailed check,38.91,2221.97,0
1501,Male,0,1,1,50,1,No,DSL,No internet service,Yes,No,Yes,Yes,No,Two year,0,Mailed check,113.74,5677.51,1
1502,Male,0,0,0,33,1,No,DSL,No,No,No,No internet service,No,No internet service,Two year,0,Bank transfer,21.03,684.18,0
1503,Male,0,0,1,43,0,Yes,Fiber optic,No,No,No,No,No internet service,No internet service,Two year,0,Bank transfer,61.26,2630.0,0
1504,Female,0,1,0,14,0,Yes,DSL,No internet service,No internet service,Yes,No,No,Yes,One year,0,Bank transfer,112.67,1570.25,0
1505,Male,0,0,0,69,1,Yes,Fiber optic,No,Yes,No,No,No internet service,No,Two year,0,Credit card,58.44,4034.97,0
1506,Male,0,0,0,49,1,No,No,No,No internet service,Yes,No internet service,Yes,Yes,One year,1,Credit card,29.31,1439.47,0
1507,Female,0,1,1,31,1,Yes,No,Yes,No internet service,Yes,No,No,No internet service,Month-to-month,1,Bank transfer,50.29,1567.83,0
1508,Male,0,0,1,66,1,Yes,Fiber optic,No,No,No,No internet service,No internet service,Yes,Month-to-month,0,Electronic check,69.8,4615.84,1
1509,Female,0,0,1,2,1,Yes,Fiber optic,No internet service,Yes,No,No internet service,No internet service,No internet service,Two year,0,Credit card,38.52,80.22,0
1510,Female,0,0,0,50,1,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,No internet service,Month-to-month,0,Mailed check,66.66,3323.11,0
1511,Male,0,1,1,66,0,No,DSL,Yes,No internet service,Yes,No internet service,Yes,Yes,Two year,1,Mailed check,103.63,6836.76,1
1512,Female,0,1,1,47,0,Yes,Fiber optic,No internet service,Yes,No,No,No,No,Month-to-month,0,Credit card,107.26,5041.48,0
1513,Male,1,1,0,16,1,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,0,Mailed check,24.93,398.86,0
1514,Female,0,0,0,6,1,No phone service,Fiber optic,No,No internet service,Yes,No,No internet service,Yes,Month-to-month,0,Bank transfer,36.09,218.61,1
1515,Female,0,0,1,12,1,No phone service,DSL,No,No internet service,No,Yes,No,No,Month-to-month,1,Mailed check,47.53,579.57,1
1516,Male,0,0,1,65,1,Yes,Fiber optic,No internet service,No,No,Yes,Yes,No,Month-to-month,1,Credit card,79.49,5174.55,0
1517,Female,0,0,1,3,1,No phone service,Fiber optic,Yes,No,No internet service,Yes,No,Yes,Month-to-month,1,Electronic check,56.1,160.48,1
1518,Female,1,1,1,9,0,No,No,No internet service,No,No,No internet service,No,No internet service,Two year,1,Mailed check,104.4,934.92,0
1519,Female,0,0,0,16,1,No phone service,Fiber optic,No internet service,No,No,No,No internet service,Yes,Month-to-month,0,Mailed check,91.67,1473.38,1
1520,Female,1,0,0,51,1,No phone service,Fiber optic,Yes,No,No,No internet service,Yes,No internet service,Month-to-month,0,Electronic check,30.05,1539.04,0
1521,Female,0,0,0,5,1,No phone service,Fiber optic,No internet service,No,No internet service,No internet service,No internet service,No,Month-to-month,0,Credit card,82.46,407.81,0
1522,Male,1,1,1,68,1,No phone service,DSL,No internet service,No internet service,Yes,No,Yes,No,One year,1,Electronic check,31.3,2133.01,0
1523,Female,0,0,1,8,1,No,Fiber optic,No,Yes,No,Yes,Yes,No internet service,One year,0,Mailed check,45.5,367.44,0
1524,Male,0,0,0,20,1,Yes,No,No internet service,Yes,No,No,No internet service,Yes,One year,1,Credit card,37.79,755.27,0
1525,Female,0,0,0,23,1,No,Fiber optic,No,No internet service,No internet service,No internet service,No,No,Month-to-month,0,Bank transfer,37.31,852.16,0
1526,Male,0,0,1,3,1,No,No,No internet service,Yes,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card,81.64,252.69,0
1527,Male,0,0,1,23,1,Yes,DSL,No,Yes,No internet service,Yes,No,No internet service,One year,0,Credit card,76.36,1759.84,1
1528,Female,0,1,0,58,1,No phone service,DSL,No,No internet service,Yes,No internet service,No internet service,Yes,Two year,0,Bank transfer,37.6,2174.18,0
1529,Female,0,0,0,2,1,Yes,No,No,Yes,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Credit card,119.02,242.14,0
1530,Female,0,0,0,67,0,Yes,Fiber optic,Yes,Yes,Yes,No,No,No internet service,Month-to-month,1,Mailed check,62.18,4170.89,1
1531,Male,0,0,1,39,1,No,No,No internet service,No internet service,No,Yes,No,Yes,Month-to-month,1,Mailed check,29.71,1166.43,0
1532,Female,0,0,1,47,1,Yes,Fiber optic,No internet service,Yes,No,No,No,No,Month-to-month,0,Mailed check,32.06,1501.28,0
1533,Male,0,0,1,53,1,No phone service,No,No internet service,No,No,No,No internet service,No,One year,1,Mailed check,78.39,4164.45,1
1534,Male,0,0,1,34,1,No,Fiber optic,Yes,No internet service,No internet service,No,No,No,Month-to-month,0,Bank transfer,117.91,4002.01,0
1535,Male,0,0,1,55,1,No phone service,Fiber optic,No,Yes,No,No internet service,No,No internet service,Month-to-month,0,Mailed check,77.2,4248.01,1
1536,Female,0,0,1,39,1,No,Fiber optic,No internet service,Yes,No internet service,No internet service,No,No internet service,Month-to-month,0,Credit card,114.9,4484.24,0
1537,Female,0,0,0,67,1,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,0,Electronic check,64.41,4313.85,0
1538,Male,0,0,0,45,1,Yes,No,Yes,No internet service,No,No internet service,No,No internet service,Two year,0,Bank transfer,63.58,2860.6,0
1539,Male,0,1,1,12,1,Yes,Fiber optic,No internet service,No internet service,Yes,Yes,No,No internet service,Two year,1,Bank transfer,70.0,847.82,0
1540,Female,0,1,0,26,1,Yes,Fiber optic,No,Yes,No internet service,No,No,No,Month-to-month,1,Electronic check,89.74,2336.15,1
1541,Male,0,1,1,5,1,No phone service,Fiber optic,Yes,No,No internet service,No,Yes,No internet service,One year,0,Mailed check,56.76,283.74,0
1542,Female,0,1,0,16,0,No,Fiber optic,No internet service,No,No,No internet service,Yes,No internet service,Month-to-month,0,Mailed check,106.39,1694.81,0
1543,Male,0,0,1,35,1,No,Fiber optic,No,No,No,No internet service,No,No internet service,Month-to-month,1,Credit card,22.93,792.7,0
1544,Female,0,1,0,1,1,No,DSL,Yes,No,No internet service,Yes,No,Yes,Month-to-month,0,Mailed check,63.98,56.48,0
1545,Male,1,1,0,51,1,Yes,No,Yes,No,No,No internet service,No,No internet service,One year,1,Mailed check,71.1,3635.22,0
1546,Female,0,0,1,65,1,No phone service,Fiber optic,No internet service,No,No,No internet service,No,Yes,Month-to-month,0,Credit card,80.7,5250.78,0
